Headline,Description,Sentiment,Date,Link
Brooklyn jail construction worker’s 2023 death led to safety probe,Yong Chin Son fell 18 feet through a hole covered by loose planks on the,-0.6255980134010315,2024-01-22,https://www.nydailynews.com/2024/01/22/brooklyn-jail-construction-workers-2023-death-led-to-safety-probe/
Woman 61 killed by hit-and-run SUV driver in Queens crosswalk,The victim was crossing 90th St in Jackson Heights when she was struck by the,-0.5435956120491028,2024-02-01,https://www.nydailynews.com/2024/02/01/woman-61-killed-by-hit-and-run-suv-driver-in-queens-crosswalk/
Florida man 21 charged in prescription hacking scheme to fill phony oxycodone orders in NY,The 20-year-old suspect is accused of hacking physician accounts to write fraudulent prescriptions to amass and sell pills \n,-0.6814126372337341,2024-01-26,https://www.nbcnewyork.com/news/local/florida-man-20-charged-in-prescription-hacking-scheme-to-fill-phony-oxycodone-orders-in-ny/5077566/
Suspect accused of slashing NYPD cops with machete charged,Jean Blain 40 is charged with attempted murder assault menacing and weapon possession,-0.7922803163528442,2024-01-23,https://www.nydailynews.com/2024/01/23/suspect-accused-of-slashing-nypd-cops-with-machete-charged/
New Yorks new plan to fight against retail theft,Theres Pei-Sze Cheng reports\xa0\n,0.1398354259709862,2024-01-27,https://www.nbcnewyork.com/news/local/new-yorks-new-plan-to-fight-against-retail-theft/5080294/
Long Island mom sentenced to 20 years for murdering twin daughters off Montauk Highway,A Long Island mother was sentenced to two decades in prison for the June 2019 deaths of her 2-year-old twin daughters who were found suffocated in their car seats near a county park\n,-0.788622260093689,2024-01-29,https://www.nbcnewyork.com/news/local/crime-and-courts/long-island-mom-sentenced-to-20-years-for-murdering-twin-daughters-off-montauk-highway/5085399/
Vigil held for 15-year-old girl killed in Bronx crash,The sophomore from Ramapo High School died in a crash that left her friend fighting for her life in the hospital,-0.7516778111457825,2024-01-24,https://www.cbsnews.com/newyork/news/sabrina-villagomez-vigil-ramapo-high-school/
Man set on fire by Brooklyn neighbor over debt had already repaid sister (EXCLUSIVE),Steven Wilks was so frightened after he was set on fire he hid in his,-0.6489046216011047,2024-02-01,https://www.nydailynews.com/2024/02/01/man-set-on-fire-by-brooklyn-neighbor-over-debt-had-already-repaid-sister-exclusive/
Orthodox Brooklyn parents whose son is charged in their slays tried to get him mental health help,Meyer Sperber 48 is charged with murder and weapons possession in the Saturday evening double,-0.7271404266357422,2024-01-22,https://www.nydailynews.com/2024/01/22/brooklyn-man-charged-with-murder-in-stabbing-of-his-elderly-parents/
68-year-old man struck killed while crossing street in Brooklyn,Police say a 68-year-old man was in the crosswalk on Glenwood Road when he was struck by the driver of a van,-0.5813479423522949,2024-01-31,https://www.cbsnews.com/newyork/news/canarsie-brooklyn-pedestrian-killed/
Driver nabbed for running down NYC woman in suspected love triangle dispute,Naomi Broomes 33 was arrested Wednesday in the Jan 11 death of 24-year-old Shakira Serrano,-0.24424149424066854,2024-01-24,https://www.nydailynews.com/2024/01/24/driver-nabbed-for-mowing-down-nyc-woman-in-suspected-love-triangle-dispute/
She hoped to sing for a rap icon Instead she was there as Run-DMCs Jam Master Jay died,A woman was brought to tears as she testified in the trial of two men charged in the 2002 killing of Run-DMCs Jam Master Jay One of several people in various parts of the studio on the night of one of the hip hop world’s most infamous slayings she recalled seeing the slain DJ on the studio floor\n,-0.5381217002868652,2024-02-01,https://www.nbcnewyork.com/news/local/crime-and-courts/she-hoped-to-sing-for-a-rap-icon-instead-she-was-there-as-run-dmcs-jam-master-jay-died/5097872/
Over a dozen people injured in multi-vehicle crash in Brooklyn,It happened around 230 pm Tuesday on Bushwick Avenue between Noll Street and Arion Place,-0.6541452407836914,2024-01-30,https://www.cbsnews.com/newyork/news/brooklyn-multi-vehicle-crash-injuries/
NYC Councilman Yusef Salaam pulled over by NYPD,Adams joins nearly a dozen city council members for a NYPD ride-along Saturday one day after a traffic stop involving Yusef Salaam News 4s Melissa Colorado reports\xa0\n,-0.21738896200723445,2024-01-27,https://www.nbcnewyork.com/news/local/nyc-councilman-yusef-salaam-pulled-over-by-nypd/5080951/
86-year-old woman killed 3 others hurt in Queens fire,The flames broke out just before 11 pm inside a two-story home on 66th Avenue in Rego Park,-0.6337212324142456,2024-01-31,https://www.cbsnews.com/newyork/news/86-year-old-woman-killed-3-others-hurt-in-rego-park-queens-fire/
Man wanted in robbery of ‘Bling Bishop’ Lamor Whitehead killed by US Marshals report,Shamar Leggette 41 was wanted for robbing the flamboyant figure his wife and their child,-0.600763738155365,2024-01-24,https://www.nydailynews.com/2024/01/24/bling-bishop-lamor-whitehead-suspected-robber-shamar-leggette-shot-marshals/
NYC suspect arrested for rape of 10-year-old girl he met on app,Drequan Drayton-Howard who has no criminal history was nabbed early Wednesday for the Jan 6,-0.19149106696522367,2024-01-24,https://www.nydailynews.com/2024/01/24/nyc-suspect-arrested-for-rape-of-10-year-old-girl-he-met-on-app/
Breaking down City Council overriding Adams veto of ‘How Many Stops Act,The highly-divisive s Andrew Siff reports\n,-0.19686041507156915,2024-01-30,https://www.nbcnewyork.com/news/breaking-down-city-council-overriding-adams-veto-of-how-many-stops-act/5090279/
NYPD officers attacked in Times Square 5 arrested 7 at large,The DA says they face up to seven years in prison The second-degree assault charge is a felony,-0.8062750101089478,2024-01-31,https://www.cbsnews.com/newyork/news/nypd-officers-attacked-times-square-arrests/
Staten Island woman 82 slain at home son charged with murder,Staten Island resident Rosalie Sutera 82 died in a homicide and a man identified as,-0.7877776622772217,2024-01-27,https://www.nydailynews.com/2024/01/26/staten-island-woman-82-slain-son-murder-charge/
MTA tests pilot program involving subway stations emergency gates to stop fare evasion,Three subway stations — the 59th Street station on the 4/5/6 lines in midtown Manhattan the 138th Street-Third Avenue station on the 6 line in the Bronx and the Flushing Avenue station on the J/M/Z lines — will have emergency gates that have 15-second delays\n,-0.08218319218620707,2024-01-30,https://www.nbcnewyork.com/news/local/mta-tests-pilot-program-involving-subway-stations-emergency-gates-to-stop-fare-evasion/5089488/
Milford Police seek 3 caught on camera stealing ATM from gas station,Police say it all took less than two minutes,-0.21482159593483274,2024-01-31,https://www.cbsnews.com/newyork/news/milford-police-seek-3-caught-on-camera-stealing-atm-from-gas-station/
Man inflicted 56 stab wounds to kill his own mother Brooklyn prosecutors,Andre Eugene killed his mother Donna Hyman in a violent rage — inflicting about 56,-0.8061220645904541,2024-01-29,https://www.nydailynews.com/2024/01/25/andre-eugene-allegedly-killed-mother-remanded-brooklyn-court/
Live IEDs body armor hit list seized from Astoria brothers apartment,Two brothers have been indicted on 130 counts of criminal possession of a weapon and related charges\xa0after an arsenal of improvised explosive devices and ghost guns including assault rifles was found inside an Astoria apartment they shared with their mother and another brother the Queens district attorneys office said Monday\xa0\n,-0.5765247344970703,2024-01-29,https://www.nbcnewyork.com/news/local/queens-arsenal-brothers-hatziagelis-gun-weapons-astoria/5085245/
Woman dog found dead in Brooklyn were stabbed multiple times by son NYPD,Suspect Andrew Eugene has no criminal history and has been employed as a paraprofessional at,-0.2469138686972201,2024-01-25,https://www.nydailynews.com/2024/01/24/woman-dog-found-dead-in-brooklyn-were-stabbed-multiple-times-by-son-nypd/
Rap lyrics cant be used against artist charged with killing Run-DMCs Jam Master Jay Judge,The man accused of killing Run-DMC’s Jam Master Jay can’t have his rap lyrics used against him at trial a Brooklyn judge decided Tuesday in a ruling that doubled as a history-filled paean to hip-hop as “a platform for expression to many who had largely been voiceless”\n,-0.5359374284744263,2024-01-31,https://www.nbcnewyork.com/news/local/crime-and-courts/rap-lyrics-cant-be-used-against-artist-charged-with-killing-run-dmcs-jam-master-jay-judge/5092708/
Calls grow to deport migrants who attacked NYPD officers in Times Square,The NYPD says of the dozen migrants involved in attack on Saturday six are still wanted,-0.23304340462606987,2024-02-02,https://www.cbsnews.com/newyork/news/nypd-officers-attacked-times-square-migrant-shelter-arrests/
Accused Taylor Swift stalker David Crowe ordered to jail after third incident in five days,Crowe 33 is charged with criminal contempt for violating a court order that he stay,-0.770063042640686,2024-01-25,https://www.nydailynews.com/2024/01/25/alleged-taylor-swift-stalker-david-crowe-jailed-after-stalking-arrests/
Ex-con arrested for assault day before decomposed body found in Bronx home,Deshawn Owens 30 is facing assault strangulation unlawful imprisonment and other charges for allegedly kidnapping,-0.7283326983451843,2024-01-23,https://www.nydailynews.com/2024/01/23/bronx-ex-con-charged-with-stuffing-decomposing-body-in-trash/
Councilmember Salaam says NYPD pulled him over without explanation,Salaam said he was diving with his wife and family when he was pulled over,-0.5301371216773987,2024-01-27,https://www.cbsnews.com/newyork/news/city-councilmember-yusef-salaam-says-he-wont-participate-in-nypd-ride-along-after-being-stopped-friday-night/
Man 25 found dead on Brooklyn street had one gunshot to his head,The victim was found shortly after 240 am Thursday on Hall St near Myrtle Ave,-0.2241034797980319,2024-01-25,https://www.nydailynews.com/2024/01/25/man-25-found-dead-on-brooklyn-street-had-one-gunshot-to-his-head/
Man jumps on car hood to stop Rolex thief in Facebook Marketplace sale gone wrong,A Long Island man tried to sell his Rolex through Facebook Marketplace but the buyer wasnt looking to pay the price or any money at all\n,-0.6531563997268677,2024-01-28,https://www.nbcnewyork.com/news/local/man-jumps-on-car-hood-to-stop-rolex-thief-in-facebook-marketplace-sale-gone-wrong/5080910/
New York expands legal definition of rape What it means for victims of sexual assault,New York will expand its legal definition of rape to include various forms of nonconsensual sexual contact under a bill signed into law by Gov Kathy Hochul on Tuesday\n,-0.08714819207122204,2024-01-30,https://www.nbcnewyork.com/news/politics/new-york-expands-legal-definition-of-rape-what-it-means-for-victims-of-sexual-assault/5089489/
One man killed three wounded in Bronx shooting,The victims were shot in a building on White Plains Road near E 231st St,-0.2493081838988438,2024-01-21,https://www.nydailynews.com/2024/01/21/three-men-wounded-one-critically-in-bronx-shooting-2/
NYC man dead at Rikers Island had been moved to new jail cell over safety fear says family,Manuel Luna 30 was moved to cell No 4 in unit 5A in the George,-0.19217435486759982,2024-01-26,https://www.nydailynews.com/2024/01/26/nyc-man-dead-at-rikers-island-had-been-moved-to-new-jail-cell-over-safety-fear-says-family/
Marias Story Healing from trauma decades after Operation Pedro Pan,Eight Fernadez brothers and sisters were part of the clandestine exodus from communist Cuba in 1960 that became known as Operation Pedro Pan One of the sisters Maria was originally placed in a reformatory on Staten Island with two of her brothers Decades later she said she was later abused in a foster home an agonizing admission the siblings always suspected\n,-0.23398728013120262,2024-01-29,https://www.nbcnewyork.com/investigations/marias-story-healing-from-trauma-decades-after-operation-pedro-pan/5086490/
East Village deli robbed at gunpoint,Surveillance video shows one person pulled a gun on a deli worker while others stole from the cash register,-0.6656147837638855,2024-02-01,https://www.cbsnews.com/newyork/news/east-village-deli-robbed-at-gunpoint/
Food delivery worker injured after driving into car door in Brooklyn,Surveillance video shows a driver park his car and open his door A moment later a man on a scooter drives into it,-0.6211825609207153,2024-01-31,https://www.cbsnews.com/newyork/news/brooklyn-food-delivery-worker-crashes-into-car-door/
‘I kept screaming Fake utility workers wanted for terrifying Long Island home invasion,Three men dressed as utility workers and armed with guns forced their way inside a Long Island house in a violent robbery police said and are still on the run\n,-0.8814107179641724,2024-01-30,https://www.nbcnewyork.com/news/local/fake-utility-workers-wanted-for-violent-long-island-home-invasion/5090133/
NBA’s Kevin Porter Jr dodges jail with plea deal in assault on girlfriend in Manhattan hotel,Kevin Porter Jr pleaded guilty of reckless assault and harassment of his girlfriend WNBA player,-0.22267561057327256,2024-01-23,https://www.nydailynews.com/2024/01/23/nbas-kevin-porter-jr-dodges-jail-plea-deal-assault-girlfriend-manhattan-hotel/
Michelle Troconis trial underway for day 14,Michelle Troconis’ trial is underway for a 14th day on Wednesday Troconis 49 has been charged in connection with the disappearance and presumed death of Jennifer Dulos the wife of the man whom Troconis was dating in 2019 at the time Jennifer disappeared Jennifer Dulos was last seen on May 24 2019 after dropping her children off at school in\n,-0.12279797510240087,2024-01-31,https://www.nbcnewyork.com/news/national-international/michelle-troconis-trial-to-resume-for-day-14/5091557/
Two dead in Park Slope Brooklyn murder-suicide NYPD says,A man and a woman were found shot to death early Thursday in an apparent,-0.6559851169586182,2024-01-25,https://www.nydailynews.com/2024/01/25/two-dead-in-brooklyn-murder-suicide-gun-found-near-mans-body-in-park-slope/
Two students stabbed as video shows chaos erupt in stairwell at Queens high school,One person was arrested and the two students are recovering at the hospital after the hallway brawl at the Queens Village high school NBC New Yorks Pei-Sze Cheng reports\n,-0.5595560669898987,2024-02-01,https://www.nbcnewyork.com/news/two-students-stabbed-as-video-shows-chaos-erupt-in-stairwell-at-queens-high-school/5098043/
Forensics expert testifies during day 15 of Michelle Troconis trial,The first witness to take the stand in the trial of Michelle Troconis Thursday was a parenting supervisor who was ordered by a court to supervise a visit between Fotis Dulos and his children on May 22 2019 That date was just days before Jennifer Dulos disappeared Sidnee Streater told jurors about the interactions between Fotis Dulos and his children\n,0.05072433785949215,2024-02-01,https://www.nbcnewyork.com/news/national-international/forensics-experts-expected-to-testify-during-day-15-of-michelle-troconis-trial/5095533/
Aspiring R&B singer who was there night of Jam Master Jays killing offers new testimony,Two key witness take took the stand on the fourth day of Jam Master Jay’s murder trial Myles Miller reporting\xa0\n,0.07938827294218243,2024-02-01,https://www.nbcnewyork.com/news/aspiring-rb-singer-who-was-there-night-of-jam-master-jays-killing-offers-new-testimony/5098084/
Man killed in Brooklyn gunfire one block from fatal shooting a day earlier,The man was shot near the corner of Utica Ave and Union St in Crown,-0.24842739352203225,2024-01-31,https://www.nydailynews.com/2024/01/31/man-critically-injured-in-brooklyn-gunfire-one-block-from-fatal-shooting-a-day-earlier/
Accused repeat Taylor Swift stalker charged with harassment,Criminal charges were brought against David Crowe after he was allegedly found near Swifts swanky,-0.6707785725593567,2024-01-23,https://www.nydailynews.com/2024/01/23/accused-repeat-taylor-swift-stalker-charged-with-harassment/
Suspects in 1987 Manhattan slay of French tourist Jean Casse hope to clear their names,Eric Smokes and David Warren want a Manhattan judge to lift their convictions in the,-0.10346754984215067,2024-01-31,https://www.nydailynews.com/2024/01/31/suspects-in-1987-manhattan-slay-of-french-tourist-jean-casse-hope-to-clear-their-names/
‘Greed and revenge drove 2 men accused of killing Run-DMCs Jam Master Jay Prosecutors,Two men accused of killing Run-DMCs Jam Master Jay were both close to the trailblazing DJ but were driven by “greed and revenge” over a failed drug deal when they ambushed him at his recording studio more than 20 years ago prosecutors argued during the first day of the trial\n,-0.6603559255599976,2024-01-29,https://www.nbcnewyork.com/news/local/crime-and-courts/greed-and-revenge-drove-2-men-accused-of-killing-run-dmcs-jam-master-jay-prosecutors/5085887/
New York state getting proactive in battle against retail theft,There are now pending bills in Albany to create a statewide office to combat organized shoplifting and to increase penalties for repeat offenders,0.15232624035080278,2024-01-24,https://www.cbsnews.com/newyork/news/in-effort-to-alleviate-fears-of-business-owners-and-customers-new-york-state-working-to-combat-retail-theft/
Shooter found guilty in stray bullet death of college-bound NYC teen basketball star,A Bronx man was found guilty in the shooting death of a 17-year-old high school basketball star and academic standout who was killed after he was shot with a stray bullet at a barbecue Nahjim Luke was convicted on first-degree manslaughter and second-degree weapon possession the Bronx district attorneys office said Monday The 26-year-old was found guilty of firing,-0.6409689784049988,2024-01-30,https://www.nbcnewyork.com/news/local/crime-and-courts/shooter-found-guilty-in-stray-bullet-death-of-college-bound-nyc-teen-basketball-star/5088996/
Brooklyn woman charged with concealing corpse inside refrigerator,Police say 45-year-old Heather Stines was charged with concealing a human corpse,-0.6110878586769104,2024-01-26,https://www.cbsnews.com/newyork/news/brooklyn-woman-charged-after-dismembered-body-found-inside-refrigerator/
Opening statements underway in Jam Master Jay murder trial,Prosecutors say Ronald Washington and Karl Jordan Jr murdered the Run-DMC star inside his recording studio in Hollis Queens,-0.23368618602512115,2024-01-29,https://www.cbsnews.com/newyork/news/jam-master-jay-murder-trial-opening-statements-expected-for-2-men-charged-in-2002-killing/
Trio indicted in stabbing death at Randalls Island migrant shelter after alleged fight,Three men were indicted in the stabbing death a 24-year-old man at one of New York Citys migrant shelters according to the Manhattan district attorney\n,-0.6200549602508545,2024-01-30,https://www.nbcnewyork.com/news/local/trio-indicted-in-stabbing-death-at-randalls-island-migrant-shelter-after-alleged-fight/5090287/
NYC Council could override ‘How Many Stops Act veto,On Tuesday the New York City Council could override Mayor Eric Adams Act It requires the NYPD to log all public interactions which advocates say supports transparency but critics say it creates too much paperwork And now police bodycam video of a well-known city councilman being pulled over this weekend is,-0.1769834808043491,2024-01-29,https://www.nbcnewyork.com/news/nyc-council-could-override-how-many-stops-act-veto/5086597/
Decomposing body found in trash in Bronx apartment,The discovery was made after someone called 911 to report a foul odor coming from,-0.22018198110799858,2024-01-22,https://www.nydailynews.com/2024/01/22/decomposing-body-found-in-trash-in-bronx-apartment/
NYC church worker slashed in throat confronting stranger urinating on car,The 66-year-old victim complained when he saw the stranger urinating on a car parked on,-0.7621185183525085,2024-01-22,https://www.nydailynews.com/2024/01/22/nyc-man-urinating-on-car-slashes-throat-of-passerby-who-told-him-to-stop/
Trump is on the hook for $883 million in defamation damages What happens next?,Jurors found that the former president maliciously damaged Carrolls reputation after the advice columnist accused him of sexually assaulting her in a Manhattan department store\n,-0.8597076535224915,2024-01-27,https://www.nbcnewyork.com/news/local/trump-is-on-the-hook-for-88-3-million-in-defamation-damages-what-happens-next/5080336/
Police searching for pickpocketing duo targeting riders on Bronx buses,\xa0Pick pocketers are hitting new lows these days even stealing cellphones from unsuspecting teens on the bus Marc Santia reporting\xa0\n,-0.778184175491333,2024-01-30,https://www.nbcnewyork.com/news/police-searching-for-pickpocketing-duo-targeting-riders-on-bronx-buses/5090316/
NYC Council overrides mayors veto of solitary confinement ban,The bill requires individuals in custody spend at least 14 hours outside their cell in shared spaces,-0.08215716232356485,2024-01-30,https://www.cbsnews.com/newyork/news/new-york-city-solitary-confinement-ban-veto-override/
NY AG sues Citibank for allegedly failing to protect fraud victims,James claims customers lost millions of dollars as a result of the companys weak security and anti-fraud measures,-0.8778300285339355,2024-01-30,https://www.cbsnews.com/newyork/news/citibank-lawsuit-fraud-reimbursement/
Astoria brothers busted for guns explosives and celebrity ‘hit list’,Angelo Hatziagelis 51 and his brother Andrew 39 were arrested after a raid on their,-0.5562746524810791,2024-01-30,https://www.nydailynews.com/2024/01/30/astoria-queens-hatziagelis-brothers-guns-explosives-hit-list/
NYPD pulled over ‘Central Park 5’ Councilman Yusef Salaam as vote looms on bill requiring cops to record stops,The Friday night incident happened as City Council leaders are pushing for the passage of,-0.16343681847183333,2024-01-28,https://www.nydailynews.com/2024/01/27/central-park-5-nyc-councilman-yusef-salaam-pulled-over-by-cops-not-given-reason-amid-how-many-stops-act-controversy/
Caught on video NYPD officers rescue man from subway tracks,One officer used his flashlight to flag down the incoming train while the other helped the victim back onto the platform,0.11129063642846049,2024-02-01,https://www.cbsnews.com/newyork/news/caught-on-video-nypd-officers-rescue-man-from-subway-tracks/
Groundhog Day 2024 marks 10 years since Bill de Blasio dropped Staten Island Chuck,Friday isnt just any old Groundhog Day It will be 10 years since former NYC Mayor Bill de Blasio dropped the animal during the ceremony It died a week later,-0.24993694797097987,2024-02-01,https://www.cbsnews.com/newyork/news/staten-island-chuck-getting-ready-for-his-big-moment-friday/
Boy 15 slashed by 5 attackers on Brooklyn street,The crew pounced on the victim on Sixth Ave near 47th St in Sunset Park,-0.2426551361954239,2024-01-29,https://www.nydailynews.com/2024/01/29/boy-14-slashed-by-5-attackers-on-brooklyn-street/
2 brothers in Queens found with homemade explosives ghost guns Queens DA says,The Queens DA said the two also had documents and notebooks with a hit list of police officers judges politicians celebrities bankers and others,-0.24205553775310307,2024-01-29,https://www.cbsnews.com/newyork/news/2-brothers-in-queens-found-with-homemade-explosives-ghost-guns-queens-da-says/
LI school districts sued for banning students given fake vaccines,A Long Island midwife was fined for giving 1500 children homeopathic pellets instead of required vaccines,-0.7808139324188232,2024-01-31,https://www.cbsnews.com/newyork/news/long-island-school-districts-sued-homeopathic-pellets-vaccines/
Friends convicted in 1987 Times Square tourist murder finally clear their names,They were best friends growing up together then went to prison together for a murder they claimed they didns Day that year when,-0.2372579191223707,2024-01-31,https://www.nbcnewyork.com/investigations/times-square-murder-tourist-convictions-vacated/5092623/
From weed arrest to dispensary owner Meet the owner of Dazed,Dazed Cannabis is the fifth legal dispensary to open in the five boroughs and was opened by a Harlem native who was arrested in a 2008 sting operation for trying to by weed\n,0.08478926130351283,2024-02-01,https://www.nbcnewyork.com/news/local/from-weed-arrest-to-dispensary-owner-meet-the-owner-of-dazed/5097512/
Long Island man robbed of Rolex watch in violent attack,A man hit by a car had his watch stolen on Long island in a violent robbery caught on camera News 4s Jessica Cunnington reports\xa0\n,-0.5301645994186401,2024-01-28,https://www.nbcnewyork.com/news/local/long-island-man-robbed-of-rolex-watch-in-violent-attack/5082021/
State of the NYPD Overall decrease in murder rape and robbery,Other NYPD leaders touted the departments efforts to incorporate technology into their work,-0.22391103790831934,2024-01-31,https://www.cbsnews.com/newyork/news/state-of-the-nypd-commissioner-highlights-overall-decrease-in-murder-rape-and-robbery-statistics/
How Many Stops Act NYC Council overrides Mayor Adams veto,The law requires officers to document every interaction including low-level stops that police classify as non-criminal encounters,-0.135641580599426,2024-01-30,https://www.cbsnews.com/newyork/news/new-york-city-council-expected-to-override-mayor-eric-adams-veto-of-how-many-stops-act/
Migrant students in Queens say theyre being bullied attacked,Two girls say in separate incidents they were physically attacked and told to get out of this country,-0.9075623750686646,2024-01-26,https://www.cbsnews.com/newyork/news/migrant-students-bullied-attacked-queens/
City Council overrides Adams NYPD cops will have to record race of people they question,Should police have to report any time they stop a person on the street? In New York the question has divided local government as the City Council voted to pass a bill over the objections of Mayor Eric Adams that would require officers to document basic information The issue was thrust into the national spotlight in recent days whenNYPD,-0.18061132418403858,2024-01-30,https://www.nbcnewyork.com/news/politics/how-many-stops-act-nyc-eric-adams-veto-override/5087689/
Rep Mike Lawler pushing for renewal of Undetectable Firearms Act,He says 37 ounces should remain the amount of metal required in all firearms so they cannot be sneaked past metal detectors,0.09020122872783176,2024-01-24,https://www.cbsnews.com/newyork/news/rep-mike-lawler-pushing-for-renewal-of-undetectable-firearms-act/
Driver arrested in deadly reckless driving crash in the Bronx,Two passengers in the vehicle 15-year-old Sabrina Villagomez and 21-year-old Giovante Roberson were killed,-0.7552694082260132,2024-01-26,https://www.cbsnews.com/newyork/news/bronx-deadly-reckless-driving-crash-enrique-lopez-arrested-sabrina-villagomez-giovante-roberson/
Driver wanted after woman killed in hit and run in Queens,A woman was fatally struck by a hit and run driver while crossing the street this morning in Queens Gaby Acevedo reporting\xa0\n,-0.689767062664032,2024-02-01,https://www.nbcnewyork.com/news/driver-wanted-after-woman-killed-in-hit-and-run-in-queens/5098109/
VIDEO Migrants pummel NYPD cops outside Times Square shelter,Four men were charged for assaulting the officers after the melee outside a migrant shelter,-0.6697500944137573,2024-01-31,https://www.nydailynews.com/2024/01/30/police-attacked-migrant-shelter-times-square/
Vehicle overturns slams into electric pole in Queens police say,Police say a driver speeding down the block hit two parked cars then flipped over slamming into an electric pole,-0.564061164855957,2024-01-27,https://www.cbsnews.com/newyork/news/hollis-queens-car-flips-hits-pole/
New law starting Sept 1 redefines rape in New York state,The governor said the states current law classifies it in narrow terms and that certain forms of sexual violence are classified as assault,-0.2495983396502197,2024-01-30,https://www.cbsnews.com/newyork/news/new-law-starting-sept-1-redefines-rape-law-in-new-york-state/
Photos Crowd turns chaotic during Union Square giveaway,Thousands of people flooded Union Square on Friday for a PlayStation giveaway promoted by livestreamer Kai Cenat,-0.2175587641249308,2023-08-04,https://www.cbsnews.com/newyork/pictures/kai-cenat-giveaway-union-square-crowd/
Migrants take bus to California after arrest for beating NYPD cops outside Times Square shelter sources,Four of the men freed after allegedly pummeling NYPD cops outside a Times Square shelter,-0.24438314381308146,2024-02-01,https://www.nydailynews.com/2024/02/01/migrant-alleged-beat-nypd-cops-times-square-shelter-bus-california/
